
# Surface 0 of 1 surfaces

# Curve title: ""map.dat" using 1:2:3"

# IsoCurve 0, 101 points
# x y z type
 3.6558  0.0282 -5.1598 i
 3.7158  0.0282 -6.4795 i
 3.7758  0.0282 -6.8797 i
 3.8358  0.0282 -6.4624 i
 3.8958  0.0282 -5.6776 i
 3.9558  0.0282 -5.0852 i
 4.0158  0.0282 -5.0728 i
 4.0758  0.0282 -5.6521 i
 4.1358  0.0282 -6.423 i
 4.1958  0.0282 -6.7295 i
 4.2558  0.0282 -5.9512 i
 4.3158  0.0282 -3.8148 i
 4.3758  0.0282 -0.5959 i
 4.4358  0.0282  2.885 i
 4.4958  0.0282  5.4902 i
 4.5558  0.0282  6.1481 i
 4.6158  0.0282  4.2599 i
 4.6758  0.0282 -0.0226 i
 4.7358  0.0282 -5.7593 i
 4.7958  0.0282 -11.4563 i
 4.8558  0.0282 -15.5041 i
 4.9158  0.0282 -16.6785 i
 4.9758  0.0282 -14.5339 i
 5.0358  0.0282 -9.5534 i
 5.0958  0.0282 -3.0034 i
 5.1558  0.0282  3.4604 i
 5.2158  0.0282  8.3009 i
 5.2758  0.0282  10.5496 i
 5.3358  0.0282  10.0517 i
 5.3958  0.0282  7.4317 i
 5.4558  0.0282  3.808 i
 5.5158  0.0282  0.3678 i
 5.5758  0.0282 -2.038 i
 5.6358  0.0282 -3.1385 i
 5.6958  0.0282 -3.2466 i
 5.7558  0.0282 -3.0402 i
 5.8158  0.0282 -3.2181 i
 5.8758  0.0282 -4.1727 i
 5.9358  0.0282 -5.8104 i
 5.9958  0.0282 -7.5868 i
 6.0558  0.0282 -8.7403 i
 6.1158  0.0282 -8.626 i
 6.1758  0.0282 -7.015 i
 6.2358  0.0282 -4.2364 i
 6.2958  0.0282 -1.0994 i
 6.3558  0.0282  1.378 i
 6.4158  0.0282  2.3354 i
 6.4758  0.0282  1.3906 i
 6.5358  0.0282 -1.2075 i
 6.5958  0.0282 -4.6559 i
 6.6558  0.0282 -7.8781 i
 6.7158  0.0282 -9.9069 i
 6.7758  0.0282 -10.2258 i
 6.8358  0.0282 -8.9439 i
 6.8958  0.0282 -6.737 i
 6.9558  0.0282 -4.5797 i
 7.0158  0.0282 -3.3666 i

# IsoCurve 2, 101 points
# x y z type
 1.0055  0.0564 -2.9458 i
 1.0655  0.0564 -2.6326 i
 1.1255  0.0564 -3.6576 i
 1.1855  0.0564 -5.4731 i
 1.2455  0.0564 -7.1455 i
 1.3055  0.0564 -7.701 i
 1.3655  0.0564 -6.496 i
 1.4255  0.0564 -3.475 i
 1.4855  0.0564  0.775 i
 1.5455  0.0564  5.1941 i
 1.6055  0.0564  8.5807 i
 1.6655  0.0564  9.9669 i
 1.7255  0.0564  8.9095 i
 1.7855  0.0564  5.6021 i
 1.8455  0.0564  0.7806 i
 1.9055  0.0564 -4.5321 i
 1.9655  0.0564 -9.3425 i
 2.0255  0.0564 -12.9534 i
 2.0855  0.0564 -15.0951 i
 2.1455  0.0564 -15.8955 i
 2.2055  0.0564 -15.7242 i
 2.2655  0.0564 -14.989 i
 2.3255  0.0564 -13.9732 i
 2.3855  0.0564 -12.7752 i
 2.4455  0.0564 -11.3604 i
 2.5055  0.0564 -9.6867 i
 2.5655  0.0564 -7.8316 i
 2.6255  0.0564 -6.0514 i
 2.6855  0.0564 -4.7358 i
 2.7455  0.0564 -4.2701 i
 2.8055  0.0564 -4.8617 i
 2.8655  0.0564 -6.4108 i
 2.9255  0.0564 -8.488 i
 2.9855  0.0564 -10.4439 i
 3.0455  0.0564 -11.6193 i
 3.1055  0.0564 -11.5791 i
 3.1655  0.0564 -10.2799 i
 3.2255  0.0564 -8.1014 i
 3.2855  0.0564 -5.7217 i
 3.3455  0.0564 -3.8776 i
 3.4055  0.0564 -3.0996 i
 3.4655  0.0564 -3.5211 i
 3.5255  0.0564 -4.8379 i
 3.5855  0.0564 -6.4355 i
 3.6455  0.0564 -7.6358 i
 3.7055  0.0564 -7.9678 i
 3.7655  0.0564 -7.3518 i
 3.8255  0.0564 -6.123 i
 3.8855  0.0564 -4.8781 i
 3.9455  0.0564 -4.2055 i
 4.0055  0.0564 -4.406 i
 4.0655  0.0564 -5.3222 i
 4.1255  0.0564 -6.3572 i
 4.1855  0.0564 -6.6901 i
 4.2455  0.0564 -5.6158 i
 4.3055  0.0564 -2.8823 i
 4.3655  0.0564  1.1119 i
 4.4255  0.0564  5.3552 i
 4.4855  0.0564  8.5027 i
 4.5455  0.0564  9.32 i
 4.6055  0.0564  7.1385 i
 4.6655  0.0564  2.1601 i
 4.7255  0.0564 -4.5119 i
 4.7855  0.0564 -11.1449 i
 4.8455  0.0564 -15.8756 i
 4.9055  0.0564 -17.2797 i
 4.9655  0.0564 -14.8209 i
 5.0255  0.0564 -9.0294 i
 5.0855  0.0564 -1.3456 i
 5.1455  0.0564  6.3209 i
 5.2055  0.0564  12.1706 i
 5.2655  0.0564  15.0399 i
 5.3255  0.0564  14.7025 i
 5.3855  0.0564  11.8552 i
 5.4455  0.0564  7.8066 i
 5.5055  0.0564  3.9885 i
 5.5655  0.0564  1.4678 i
 5.6255  0.0564  0.6257 i
 5.6855  0.0564  1.1084 i
 5.7455  0.0564  2.0488 i
 5.8055  0.0564  2.4622 i
 5.8655  0.0564  1.6605 i
 5.9255  0.0564 -0.4726 i
 5.9855  0.0564 -3.4435 i
 6.0455  0.0564 -6.3543 i
 6.1055  0.0564 -8.265 i
 6.1655  0.0564 -8.57 i
 6.2255  0.0564 -7.2425 i
 6.2855  0.0564 -4.8545 i
 6.3455  0.0564 -2.3657 i
 6.4055  0.0564 -0.7653 i
 6.4655  0.0564 -0.7025 i
 6.5255  0.0564 -2.2467 i
 6.5855  0.0564 -4.8678 i
 6.6455  0.0564 -7.641 i
 6.7055  0.0564 -9.5981 i
 6.7655  0.0564 -10.0901 i
 6.8255  0.0564 -9.0253 i
 6.8855  0.0564 -6.8925 i
 6.9455  0.0564 -4.5627 i
 7.0055  0.0564 -2.9459 i

# IsoCurve 3, 101 points
# x y z type
 0.9953  0.0846 -2.2927 i
 1.0553  0.0846 -1.5273 i
 1.1153  0.0846 -2.0895 i
 1.1753  0.0846 -3.6128 i
 1.2353  0.0846 -5.2879 i
 1.2953  0.0846 -6.1566 i
 1.3553  0.0846 -5.4697 i
 1.4153  0.0846 -2.9805 i
 1.4753  0.0846  0.9336 i
 1.5353  0.0846  5.3632 i
 1.5953  0.0846  9.139 i
 1.6553  0.0846  11.1898 i
 1.7153  0.0846  10.8628 i
 1.7753  0.0846  8.1033 i
 1.8353  0.0846  3.4431 i
 1.8953  0.0846 -2.1859 i
 1.9553  0.0846 -7.7376 i
 2.0153  0.0846 -12.336 i
 2.0753  0.0846 -15.4673 i
 2.1353  0.0846 -17.0332 i
 2.1953  0.0846 -17.2701 i
 2.2553  0.0846 -16.5886 i
 2.3153  0.0846 -15.405 i
 2.3753  0.0846 -14.0289 i
 2.4353  0.0846 -12.6345 i
 2.4953  0.0846 -11.3054 i
 2.5553  0.0846 -10.1079 i
 2.6153  0.0846 -9.1434 i
 2.6753  0.0846 -8.5473 i
 2.7353  0.0846 -8.4304 i
 2.7953  0.0846 -8.798 i
 2.8553  0.0846 -9.4919 i
 2.9153  0.0846 -10.1991 i
 2.9753  0.0846 -10.5387 i
 3.0353  0.0846 -10.2027 i
 3.0953  0.0846 -9.0957 i
 3.1553  0.0846 -7.4098 i
 3.2153  0.0846 -5.5931 i
 3.2753  0.0846 -4.2091 i
 3.3353  0.0846 -3.7316 i
 3.3953  0.0846 -4.3518 i
 3.4553  0.0846 -5.8775 i
 3.5153  0.0846 -7.7732 i
 3.5753  0.0846 -9.3385 i
 3.6353  0.0846 -9.9639 i
 3.6953  0.0846 -9.3697 i
 3.7553  0.0846 -7.7298 i
 3.8153  0.0846 -5.6239 i
 3.8753  0.0846 -3.8218 i
 3.9353  0.0846 -2.9762 i
 3.9953  0.0846 -3.3378 i
 4.0553  0.0846 -4.6092 i
 4.1153  0.0846 -6.0113 i
 4.1753  0.0846 -6.552 i
 4.2353  0.0846 -5.4151 i
 4.2953  0.0846 -2.3265 i
 4.3553  0.0846  2.2446 i
 4.4153  0.0846  7.1433 i
 4.4753  0.0846  10.8505 i
 4.5353  0.0846  11.9751 i
 4.5953  0.0846  9.7553 i
 4.6553  0.0846  4.3921 i
 4.7153  0.0846 -2.915 i
 4.7753  0.0846 -10.2615 i
 4.8353  0.0846 -15.5817 i
 4.8953  0.0846 -17.2723 i
 4.9553  0.0846 -14.6932 i
 5.0153  0.0846 -8.3778 i
 5.0753  0.0846  0.1212 i
 5.1353  0.0846  8.7021 i
 5.1953  0.0846  15.349 i
 5.2553  0.0846  18.7224 i
 5.3153  0.0846  18.5159 i
 5.3753  0.0846  15.4699 i
 5.4353  0.0846  11.0485 i
 5.4953  0.0846  6.9036 i
 5.5553  0.0846  4.3125 i
 5.6153  0.0846  3.783 i
 5.6753  0.0846  4.95 i
 5.7353  0.0846  6.7858 i
 5.7953  0.0846  8.0319 i
 5.8553  0.0846  7.6889 i
 5.9153  0.0846  5.3861 i
 5.9753  0.0846  1.5032 i
 6.0353  0.0846 -2.989 i
 6.0953  0.0846 -6.8988 i
 6.1553  0.0846 -9.2512 i
 6.2153  0.0846 -9.6295 i
 6.2753  0.0846 -8.3001 i
 6.3353  0.0846 -6.082 i
 6.3953  0.0846 -4.0199 i
 6.4553  0.0846 -2.9877 i
 6.5153  0.0846 -3.3747 i
 6.5753  0.0846 -4.9662 i
 6.6353  0.0846 -7.0584 i
 6.6953  0.0846 -8.7545 i
 6.7553  0.0846 -9.3257 i
 6.8153  0.0846 -8.4961 i
 6.8753  0.0846 -6.5446 i
 6.9353  0.0846 -4.188 i
 6.9953  0.0846 -2.2928 i

# IsoCurve 4, 101 points
# x y z type
 0.985  0.1128 -1.4744 i
 1.045  0.1128 -0.3611 i
 1.105  0.1128 -0.485 i
 1.165  0.1128 -1.6695 i
 1.225  0.1128 -3.2722 i
 1.285  0.1128 -4.4102 i
 1.345  0.1128 -4.2849 i
 1.405  0.1128 -2.4868 i
 1.465  0.1128  0.828 i
 1.525  0.1128  4.9528 i
 1.585  0.1128  8.8305 i
 1.645  0.1128  11.37 i
 1.705  0.1128  11.7713 i
 1.765  0.1128  9.754 i
 1.825  0.1128  5.621 i
 1.885  0.1128  0.1488 i
 1.945  0.1128 -5.6488 i
 2.005  0.1128 -10.7989 i
 2.065  0.1128 -14.6017 i
 2.125  0.1128 -16.7531 i
 2.185  0.1128 -17.3405 i
 2.245  0.1128 -16.7351 i
 2.305  0.1128 -15.4369 i
 2.365  0.1128 -13.9271 i
 2.425  0.1128 -12.5729 i
 2.485  0.1128 -11.5925 i
 2.545  0.1128 -11.0687 i
 2.605  0.1128 -10.9814 i
 2.665  0.1128 -11.2339 i
 2.725  0.1128 -11.6649 i
 2.785  0.1128 -12.0548 i
 2.845  0.1128 -12.1456 i
 2.905  0.1128 -11.6923 i
 2.965  0.1128 -10.5406 i
 3.025  0.1128 -8.7119 i
 3.085  0.1128 -6.4537 i
 3.145  0.1128 -4.2215 i
 3.205  0.1128 -2.5763 i
 3.265  0.1128 -2.016 i
 3.325  0.1128 -2.7919 i
 3.385  0.1128 -4.7798 i
 3.445  0.1128 -7.4638 i
 3.505  0.1128 -10.059 i
 3.565  0.1128 -11.7466 i
 3.625  0.1128 -11.9485 i
 3.685  0.1128 -10.5434 i
 3.745  0.1128 -7.9384 i
 3.805  0.1128 -4.9533 i
 3.865  0.1128 -2.5452 i
 3.925  0.1128 -1.4591 i
 3.985  0.1128 -1.9314 i
 4.045  0.1128 -3.5605 i
 4.105  0.1128 -5.4093 i
 4.165  0.1128 -6.3222 i
 4.225  0.1128 -5.3563 i
 4.285  0.1128 -2.1779 i
 4.345  0.1128  2.7248 i
 4.405  0.1128  8.1102 i
 4.465  0.1128  12.33 i
 4.525  0.1128  13.8584 i
 4.585  0.1128  11.83 i
 4.645  0.1128  6.4018 i
 4.705  0.1128 -1.1979 i
 4.765  0.1128 -8.9697 i
 4.825  0.1128 -14.7122 i
 4.885  0.1128 -16.6833 i
 4.945  0.1128 -14.1422 i
 5.005  0.1128 -7.5912 i
 5.065  0.1128  1.3652 i
 5.125  0.1128  10.5035 i
 5.185  0.1128  17.6513 i
 5.245  0.1128  21.3282 i
 5.305  0.1128  21.1516 i
 5.365  0.1128  17.8822 i
 5.425  0.1128  13.1039 i
 5.485  0.1128  8.6557 i
 5.545  0.1128  6.011 i
 5.605  0.1128  5.814 i
 5.665  0.1128  7.7192 i
 5.725  0.1128  10.5757 i
 5.785  0.1128  12.8783 i
 5.845  0.1128  13.3175 i
 5.905  0.1128  11.2358 i
 5.965  0.1128  6.8385 i
 6.025  0.1128  1.0954 i
 6.085  0.1128 -4.6147 i
 6.145  0.1128 -8.9822 i
 6.205  0.1128 -11.1934 i
 6.265  0.1128 -11.1607 i
 6.325  0.1128 -9.4858 i
 6.385  0.1128 -7.1873 i
 6.445  0.1128 -5.3025 i
 6.505  0.1128 -4.5165 i
 6.565  0.1128 -4.9498 i
 6.625  0.1128 -6.174 i
 6.685  0.1128 -7.4338 i
 6.745  0.1128 -7.9812 i
 6.805  0.1128 -7.3882 i
 6.865  0.1128 -5.7174 i
 6.925  0.1128 -3.4911 i
 6.985  0.1128 -1.4745 i

# IsoCurve 5, 101 points
# x y z type
 0.9748  0.141 -0.5755 i
 1.0348  0.141  0.7461 i
 1.0948  0.141  0.9976 i
 1.1548  0.141  0.173 i
 1.2148  0.141 -1.2816 i
 1.2748  0.141 -2.6144 i
 1.3348  0.141 -3.0386 i
 1.3948  0.141 -2.0255 i
 1.4548  0.141  0.4819 i
 1.5148  0.141  4.0139 i
 1.5748  0.141  7.6942 i
 1.6348  0.141  10.4956 i
 1.6948  0.141  11.5442 i
 1.7548  0.141  10.3746 i
 1.8148  0.141  7.057 i
 1.8748  0.141  2.1652 i
 1.9348  0.141 -3.3963 i
 1.9948  0.141 -8.6412 i
 2.0548  0.141 -12.7504 i
 2.1148  0.141 -15.2488 i
 2.1748  0.141 -16.0709 i
 2.2348  0.141 -15.5152 i
 2.2948  0.141 -14.1167 i
 2.3548  0.141 -12.4855 i
 2.4148  0.141 -11.1581 i
 2.4748  0.141 -10.491 i
 2.5348  0.141 -10.6106 i
 2.5948  0.141 -11.4127 i
 2.6548  0.141 -12.6021 i
 2.7148  0.141 -13.7593 i
 2.7748  0.141 -14.427 i
 2.8348  0.141 -14.2103 i
 2.8948  0.141 -12.8787 i
 2.9548  0.141 -10.4512 i
 3.0148  0.141 -7.2386 i
 3.0748  0.141 -3.8161 i
 3.1348  0.141 -0.9155 i
 3.1948  0.141  0.7526 i
 3.2548  0.141  0.7055 i
 3.3148  0.141 -1.1374 i
 3.3748  0.141 -4.3762 i
 3.4348  0.141 -8.1919 i
 3.4948  0.141 -11.5484 i
 3.5548  0.141 -13.4871 i
 3.6148  0.141 -13.4264 i
 3.6748  0.141 -11.3656 i
 3.7348  0.141 -7.9122 i
 3.7948  0.141 -4.1083 i
 3.8548  0.141 -1.0972 i
 3.9148  0.141  0.266 i
 3.9748  0.141 -0.2724 i
 4.0348  0.141 -2.2439 i
 4.0948  0.141 -4.588 i
 4.1548  0.141 -6.0048 i
 4.2148  0.141 -5.4225 i
 4.2748  0.141 -2.4214 i
 4.3348  0.141  2.5399 i
 4.3948  0.141  8.1917 i
 4.4548  0.141  12.8125 i
 4.5148  0.141  14.778 i
 4.5748  0.141  13.1243 i
 4.6348  0.141  7.9335 i
 4.6948  0.141  0.3998 i
 4.7548  0.141 -7.4631 i
 4.8148  0.141 -13.3968 i
 4.8748  0.141 -15.5773 i
 4.9348  0.141 -13.1831 i
 4.9948  0.141 -6.6645 i
 5.0548  0.141  2.3781 i
 5.1148  0.141  11.6731 i
 5.1748  0.141  18.9625 i
 5.2348  0.141  22.674 i
 5.2948  0.141  22.365 i
 5.3548  0.141  18.8006 i
 5.4148  0.141  13.6474 i
 5.4748  0.141  8.8919 i
 5.5348  0.141  6.1794 i
 5.5948  0.141  6.2928 i
 5.6548  0.141  8.935 i
 5.7148  0.141  12.8777 i
 5.7748  0.141  16.4112 i
 5.8348  0.141  17.9359 i
 5.8948  0.141  16.4929 i
 5.9548  0.141  12.0602 i
 6.0148  0.141  5.5292 i
 6.0748  0.141 -1.6164 i
 6.1348  0.141 -7.7945 i
 6.1948  0.141 -11.8172 i
 6.2548  0.141 -13.2188 i
 6.3148  0.141 -12.3211 i
 6.3748  0.141 -10.0338 i
 6.4348  0.141 -7.4806 i
 6.4948  0.141 -5.5944 i
 6.5548  0.141 -4.8253 i
 6.6148  0.141 -5.0552 i
 6.6748  0.141 -5.7317 i
 6.7348  0.141 -6.1523 i
 6.7948  0.141 -5.7815 i
 6.8548  0.141 -4.476 i
 6.9148  0.141 -2.5369 i
 6.9748  0.141 -0.5755 i

# IsoCurve 6, 101 points
# x y z type
 0.9645  0.1691  0.3104 i
 1.0245  0.1691  1.676 i
 1.0845  0.1691  2.2071 i
 1.1445  0.1691  1.737 i
 1.2045  0.1691  0.5015 i
 1.2645  0.1691 -0.9257 i
 1.3245  0.1691 -1.8318 i
 1.3845  0.1691 -1.6247 i
 1.4445  0.1691 -0.0611 i
 1.5045  0.1691  2.6401 i
 1.5645  0.1691  5.8364 i
 1.6245  0.1691  8.6419 i
 1.6845  0.1691  10.1877 i
 1.7445  0.1691  9.8791 i
 1.8045  0.1691  7.5696 i
 1.8645  0.1691  3.6012 i
 1.9245  0.1691 -1.2938 i
 1.9845  0.1691 -6.1953 i
 2.0445  0.1691 -10.2365 i
 2.1045  0.1691 -12.8152 i
 2.1645  0.1691 -13.7216 i
 2.2245  0.1691 -13.156 i
 2.2845  0.1691 -11.6435 i
 2.3445  0.1691 -9.8771 i
 2.4045  0.1691 -8.5331 i
 2.4645  0.1691 -8.1045 i
 2.5245  0.1691 -8.7854 i
 2.5845  0.1691 -10.4293 i
 2.6445  0.1691 -12.5844 i
 2.7045  0.1691 -14.5998 i
 2.7645  0.1691 -15.7806 i
 2.8245  0.1691 -15.565 i
 2.8845  0.1691 -13.6846 i
 2.9445  0.1691 -10.2699 i
 3.0045  0.1691 -5.8663 i
 3.0645  0.1691 -1.3436 i
 3.1245  0.1691  2.2942 i
 3.1845  0.1691  4.1619 i
 3.2445  0.1691  3.7446 i
 3.3045  0.1691  1.076 i
 3.3645  0.1691 -3.2214 i
 3.4245  0.1691 -8.0628 i
 3.4845  0.1691 -12.1759 i
 3.5445  0.1691 -14.4534 i
 3.6045  0.1691 -14.2825 i
 3.6645  0.1691 -11.7437 i
 3.7245  0.1691 -7.6048 i
 3.7845  0.1691 -3.0983 i
 3.8445  0.1691  0.4613 i
 3.9045  0.1691  2.1041 i
 3.9645  0.1691  1.5354 i
 4.0245  0.1691 -0.7464 i
 4.0845  0.1691 -3.5969 i
 4.1445  0.1691 -5.6033 i
 4.2045  0.1691 -5.5769 i
 4.2645  0.1691 -2.9983 i
 4.3245  0.1691  1.7425 i
 4.3845  0.1691  7.4053 i
 4.4445  0.1691  12.2568 i
 4.5045  0.1691  14.6239 i
 4.5645  0.1691  13.4655 i
 4.6245  0.1691  8.7725 i
 4.6845  0.1691  1.6525 i
 4.7445  0.1691 -5.9453 i
 4.8045  0.1691 -11.7908 i
 4.8645  0.1691 -14.0484 i
 4.9245  0.1691 -11.8528 i
 4.9845  0.1691 -5.5957 i
 5.0445  0.1691  3.1736 i
 5.1045  0.1691  12.2086 i
 5.1645  0.1691  19.2436 i
 5.2245  0.1691  22.6747 i
 5.2845  0.1691  22.0272 i
 5.3445  0.1691  18.0621 i
 5.4045  0.1691  12.4922 i
 5.4645  0.1691  7.4054 i
 5.5245  0.1691  4.584 i
 5.5845  0.1691  4.9418 i
 5.6445  0.1691  8.2559 i
 5.7045  0.1691  13.2705 i
 5.7645  0.1691  18.1287 i
 5.8245  0.1691  20.9823 i
 5.8845  0.1691  20.5763 i
 5.9445  0.1691  16.6244 i
 6.0045  0.1691  9.8642 i
 6.0645  0.1691  1.7907 i
 6.1245  0.1691 -5.8273 i
 6.1845  0.1691 -11.4811 i
 6.2445  0.1691 -14.3328 i
 6.3045  0.1691 -14.381 i
 6.3645  0.1691 -12.3498 i
 6.4245  0.1691 -9.363 i
 6.4845  0.1691 -6.5325 i
 6.5445  0.1691 -4.6059 i
 6.6045  0.1691 -3.7874 i
 6.6645  0.1691 -3.7747 i
 6.7245  0.1691 -3.9739 i
 6.7845  0.1691 -3.7968 i
 6.8445  0.1691 -2.9201 i
 6.9045  0.1691 -1.4125 i
 6.9645  0.1691  0.3104 i

# IsoCurve 7, 101 points
# x y z type
 0.9542  0.1973  1.0901 i
 1.0142  0.1973  2.3236 i
 1.0742  0.1973  3.0128 i
 1.1342  0.1973  2.8662 i
 1.1942  0.1973  1.9111 i
 1.2542  0.1973  0.5088 i
 1.3142  0.1973 -0.7611 i
 1.3742  0.1973 -1.3062 i
 1.4342  0.1973 -0.7403 i
 1.4942  0.1973  0.961 i
 1.5542  0.1973  3.4228 i
 1.6142  0.1973  5.9666 i
 1.6742  0.1973  7.8065 i
 1.7342  0.1973  8.2846 i
 1.7942  0.1973  7.0711 i
 1.8542  0.1973  4.2678 i
 1.9142  0.1973  0.3868 i
 1.9742  0.1973 -3.7877 i
 2.0342  0.1973 -7.412 i
 2.0942  0.1973 -9.8082 i
 2.1542  0.1973 -10.6393 i
 2.2142  0.1973 -9.9909 i
 2.2742  0.1973 -8.3373 i
 2.3342  0.1973 -6.4073 i
 2.3942  0.1973 -4.9828 i
 2.4542  0.1973 -4.6842 i
 2.5142  0.1973 -5.7944 i
 2.5742  0.1973 -8.1673 i
 2.6342  0.1973 -11.2448 i
 2.6942  0.1973 -14.1834 i
 2.7542  0.1973 -16.0644 i
 2.8142  0.1973 -16.1406 i
 2.8742  0.1973 -14.0582 i
 2.9342  0.1973 -9.9942 i
 2.9942  0.1973 -4.6635 i
 3.0542  0.1973  0.819 i
 3.1142  0.1973  5.1987 i
 3.1742  0.1973  7.4048 i
 3.2342  0.1973  6.8516 i
 3.2942  0.1973  3.63 i
 3.3542  0.1973 -1.4754 i
 3.4142  0.1973 -7.1651 i
 3.4742  0.1973 -11.9613 i
 3.5342  0.1973 -14.6139 i
 3.5942  0.1973 -14.4606 i
 3.6542  0.1973 -11.6265 i
 3.7142  0.1973 -6.9952 i
 3.7742  0.1973 -1.9478 i
 3.8342  0.1973  2.0589 i
 3.8942  0.1973  3.949 i
 3.9542  0.1973  3.3735 i
 4.0142  0.1973  0.8289 i
 4.0742  0.1973 -2.4987 i
